general_heuristic_sort2_fastcmp;4_1.in;164.48
general_heuristic_sort2_fastcmp;4_10.in;81.22
general_heuristic_sort2_fastcmp;4_2.in;238.48
general_heuristic_sort2_fastcmp;4_3.in;139.24
general_heuristic_sort2_fastcmp;4_4.in;108.7
general_heuristic_sort2_fastcmp;4_5.in;219.56
general_heuristic_sort2_fastcmp;4_6.in;60.72
general_heuristic_sort2_fastcmp;4_7.in;163.02
general_heuristic_sort2_fastcmp;4_8.in;260.1
general_heuristic_sort2_fastcmp;4_9.in;223.8
general_heuristic_sort3;1_1.in;3.24
general_heuristic_sort3;1_10.in;3.42
general_heuristic_sort3;1_2.in;3.74
general_heuristic_sort3;1_3.in;3.38
general_heuristic_sort3;1_4.in;3.36
general_heuristic_sort3;1_5.in;3.3
general_heuristic_sort3;1_6.in;3.32
general_heuristic_sort3;1_7.in;3.88
general_heuristic_sort3;1_8.in;3.48
general_heuristic_sort3;1_9.in;3.4
general_heuristic_sort3;3_1.in;14.42
general_heuristic_sort3;3_10.in;12.1
general_heuristic_sort3;3_2.in;15.54
general_heuristic_sort3;3_3.in;28.3
general_heuristic_sort3;3_4.in;16.52
general_heuristic_sort3;3_5.in;17.58
general_heuristic_sort3;3_6.in;8.26
general_heuristic_sort3;3_7.in;16.68
general_heuristic_sort3;3_8.in;36.5
general_heuristic_sort3;3_9.in;23.12
general_heuristic_sort3;4_1.in;163.72
general_heuristic_sort3;4_10.in;80.36
general_heuristic_sort3;4_2.in;237.92
general_heuristic_sort3;4_3.in;137.84
general_heuristic_sort3;4_4.in;109
general_heuristic_sort3;4_5.in;219
general_heuristic_sort3;4_6.in;60.34
general_heuristic_sort3;4_7.in;161.68
general_heuristic_sort3;4_8.in;258.88
general_heuristic_sort3;4_9.in;222.38
general_heuristic_sort3_fastcmp;1_1.in;3.02
general_heuristic_sort3_fastcmp;1_10.in;3.72
general_heuristic_sort3_fastcmp;1_2.in;3.28
general_heuristic_sort3_fastcmp;1_3.in;3.72
general_heuristic_sort3_fastcmp;1_4.in;3.28
general_heuristic_sort3_fastcmp;1_5.in;3.46
general_heuristic_sort3_fastcmp;1_6.in;3.1
general_heuristic_sort3_fastcmp;1_7.in;3.56
general_heuristic_sort3_fastcmp;1_8.in;3.94
general_heuristic_sort3_fastcmp;1_9.in;3.44
general_heuristic_sort3_fastcmp;3_1.in;14.4
general_heuristic_sort3_fastcmp;3_10.in;12.5
general_heuristic_sort3_fastcmp;3_2.in;15.72
general_heuristic_sort3_fastcmp;3_3.in;28.28
general_heuristic_sort3_fastcmp;3_4.in;16.88
general_heuristic_sort3_fastcmp;3_5.in;17.5
general_heuristic_sort3_fastcmp;3_6.in;8.4
general_heuristic_sort3_fastcmp;3_7.in;16.6
general_heuristic_sort3_fastcmp;3_8.in;36.3
general_heuristic_sort3_fastcmp;3_9.in;23.5
general_heuristic_sort3_fastcmp;4_1.in;164.04
general_heuristic_sort3_fastcmp;4_10.in;80.04
general_heuristic_sort3_fastcmp;4_2.in;238.68
general_heuristic_sort3_fastcmp;4_3.in;138.06
general_heuristic_sort3_fastcmp;4_4.in;108.56
general_heuristic_sort3_fastcmp;4_5.in;219.02
general_heuristic_sort3_fastcmp;4_6.in;60.76
general_heuristic_sort3_fastcmp;4_7.in;161.56
general_heuristic_sort3_fastcmp;4_8.in;259.4
general_heuristic_sort3_fastcmp;4_9.in;222.92
